"anweight","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdgr","rlgatnd","pray","dscrgrp","ctzcntr","brncntr","livecnta","feethngr","facntr","mocntr","ccrdprs","wrclmch","ctrlife","etfruit","eatveg","dosprt","cgtsmok","alcfreq","alcwkdy","alcwknd","alcbnge","height","weighta","medtrun","stflife","gndr","agea","rshpsts","ipstrgva","vacc19"
0.636509,NA,"5 - Every day",15,0,2,0,"4 - Not at all interested","1 - Not at all",NA,"1 - Not at all","1 - Not at all confident",0,0,5,0,0,0,0,"No",0,"1 - Never","2","1 - Much less than most","No","2 - Safe","3 - Fair","1 - Yes a lot",0,3,"No",0,"7 - Never","7 - Never","Yes","Yes","Yes",NA,"No","No","Yes",9,"4 - Very worried",5,"3 - Once a day","3 - Once a day",0,"1 - I smoke daily, 10 or more cigarettes","1 - Every day",50,0,"4 - Less than monthly",170,85,"No",0,"Male",62,NA,"1 - Very much like me","Yes"
0.52851236,30,"5 - Every day",180,5,6,4,"3 - Hardly interested","3 - Some","1 - Not at all able","2 - Very little","1 - Not at all confident",6,4,6,5,6,7,7,"No",9,"6 - Several times a week","7-9","3 - About the same","No","1 - Very safe","2 - Good","3 - No",6,5,"Yes",6,"7 - Never","4 - At least once a month","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",7,"2 - Twice a day","3 - Once a day",2,"6 - I have never smoked","3 - Once a week",216,86,"3 - Monthly",200,102,"No",8,"Male",20,NA,"2 - Like me","Yes"
0.38043842,30,"5 - Every day",660,9,9,8,"3 - Hardly interested","2 - Very little","2 - A little able","2 - Very little","2 - A little confident",6,6,8,5,5,5,6,"Yes",9,"6 - Several times a week","4-6","4 - More than most","No","1 - Very safe","1 - Very good","3 - No",8,5,"Yes",6,"7 - Never","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"3 - Somewhat worried",9,"2 - Twice a day","3 - Once a day",3,"5 - I have only smoked a few times","3 - Once a week",13.2,13.2,"4 - Less than monthly",168,88,"No",9,"Female",61,"Legally married","2 - Like me","Yes"
0.6375966,60,"5 - Every day",360,9,8,7,"2 - Quite interested","2 - Very little","2 - A little able","2 - Very little","2 - A little confident",5,3,5,5,4,6,5,"Yes",5,"6 - Several times a week","3",NA,"Yes","3 - Unsafe","2 - Good","3 - No",3,5,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","No",8,"4 - Very worried",5,"6 - Less than once a week","4 - Less than once a day but at least 4 times a week",2,"1 - I smoke daily, 10 or more cigarettes","2 - Several times a week",13.2,21.1,"2 - Weekly",167,60,"No",8,"Female",25,NA,"3 - Somewhat like me","No"
0.52793413,30,"5 - Every day",60,6,5,7,"3 - Hardly interested","1 - Not at all","1 - Not at all able","1 - Not at all","1 - Not at all confident",3,1,6,3,3,3,3,"No",7,"4 - Several times a month","1","1 - Much less than most","No","2 - Safe","2 - Good","3 - No",9,8,"No",8,"6 - Less often","2 - More than once a week","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",8,"2 - Twice a day","3 - Once a day",5,"4 - I don’t smoke now but I used to","1 - Every day",36,26.4,"4 - Less than monthly",156,67,"No",8,"Female",79,NA,"2 - Like me","Yes"
0.57695806,25,"5 - Every day",480,6,6,4,"2 - Quite interested","3 - Some","3 - Quite able","2 - Very little","3 - Quite confident",3,7,8,2,2,6,8,"Yes",8,"6 - Several times a week","7-9","4 - More than most","No","1 - Very safe","2 - Good","2 - Yes to some extent",4,6,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",8,"4 - Less than once a day but at least 4 times a week","3 - Once a day",5,"5 - I have only smoked a few times","3 - Once a week",19.8,26.6,"4 - Less than monthly",166,68,"No",8,"Male",32,"Legally married","3 - Somewhat like me","Yes"
0.56782407,30,"5 - Every day",60,3,4,3,"3 - Hardly interested","2 - Very little","1 - Not at all able","1 - Not at all","1 - Not at all confident",5,3,7,0,1,5,3,"Yes",8,"2 - Less than once a month","2","2 - Less than most","Yes","2 - Safe","1 - Very good","3 - No",9,3,"No",4,"7 - Never","7 - Never","No","Yes","No",1993,"No","Yes","Yes",9,"5 - Extremely worried",7,"6 - Less than once a week","3 - Once a day",0,"6 - I have never smoked","4 - 2-3 times a month",6.6,0,"5 - Never",159,69,"Yes",8,"Female",53,NA,"1 - Very much like me","Yes"
0.37152365,592,"5 - Every day",60,6,6,8,"2 - Quite interested","3 - Some","1 - Not at all able","2 - Very little","1 - Not at all confident",6,8,8,7,7,7,7,"Yes",9,"2 - Less than once a month","2","1 - Much less than most","No","2 - Safe","1 - Very good","3 - No",9,6,"No",3,"7 - Never","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"2 - Not very worried",8,"2 - Twice a day","2 - Twice a day",7,"4 - I don’t smoke now but I used to","4 - 2-3 times a month",0,6.6,"5 - Never",156,54,"No",8,"Female",69,NA,"1 - Very much like me","Yes"
0.41191646,60,"5 - Every day",120,5,5,7,"3 - Hardly interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",7,5,8,8,6,6,6,"Yes",8,"4 - Several times a month","4-6","3 - About the same","No","2 - Safe","3 - Fair","2 - Yes to some extent",6,5,"No",2,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",8,"5 - Less than 4 times a week but at least once a week","3 - Once a day",1,"5 - I have only smoked a few times","7 - Never",NA,NA,"6 - Not applicable",168,80,"No",8,"Female",62,"Legally married","3 - Somewhat like me","Yes"
0.40151104,60,"5 - Every day",60,4,6,3,"1 - Very interested","2 - Very little","3 - Quite able","1 - Not at all","3 - Quite confident",0,8,8,2,3,4,3,"Yes",8,"6 - Several times a week","4-6","4 - More than most","No","2 - Safe","3 - Fair","3 - No",1,7,"No",1,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"5 - Extremely worried",5,"5 - Less than 4 times a week but at least once a week","3 - Once a day",2,"6 - I have never smoked","2 - Several times a week",39.6,21.1,"3 - Monthly",174,94,"No",8,"Male",57,"Legally married","2 - Like me","Yes"
0.679155,30,"5 - Every day",120,6,4,5,"3 - Hardly interested","1 - Not at all","1 - Not at all able","2 - Very little","2 - A little confident",1,2,5,2,1,2,3,"Yes",7,"6 - Several times a week","3","2 - Less than most","No","2 - Safe","3 - Fair","1 - Yes a lot",7,7,"Yes",6,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",4,"2 - Not very worried",6,"2 - Twice a day","3 - Once a day",2,"6 - I have never smoked","4 - 2-3 times a month",21.1,6.6,"5 - Never",170,72,"No",7,"Female",53,"Legally married","6 - Not like me at all","Yes"
0.35145444,769,"5 - Every day",60,2,7,8,"2 - Quite interested","2 - Very little","2 - A little able","3 - Some","1 - Not at all confident",6,6,8,4,4,5,7,"Yes",9,"6 - Several times a week","4-6","4 - More than most","No","3 - Unsafe","2 - Good","3 - No",5,5,"No",1,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"3 - Somewhat worried",8,"5 - Less than 4 times a week but at least once a week","3 - Once a day",7,"4 - I don’t smoke now but I used to","2 - Several times a week",26.4,39.6,"2 - Weekly",163,75,"No",9,"Female",68,"Legally married","4 - A little like me","Yes"
0.72801936,45,"5 - Every day",120,6,7,7,"2 - Quite interested","3 - Some","2 - A little able","2 - Very little","2 - A little confident",7,7,8,5,5,6,6,"No",8,"5 - Once a week","3","2 - Less than most","No","2 - Safe","1 - Very good","3 - No",7,8,"No",3,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"2 - Not very worried",6,"4 - Less than once a day but at least 4 times a week","4 - Less than once a day but at least 4 times a week",0,"3 - I smoke but not every day","4 - 2-3 times a month",20,100,"4 - Less than monthly",180,61,"No",8,"Male",17,NA,"3 - Somewhat like me","Yes"
0.68323356,60,"5 - Every day",720,8,7,6,"2 - Quite interested","2 - Very little","3 - Quite able","2 - Very little","3 - Quite confident",6,7,9,5,6,6,6,"Yes",8,"7 - Every day","4-6","3 - About the same","No","1 - Very safe","3 - Fair","3 - No",9,7,"No",5,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",9,"5 - Extremely worried",7,"3 - Once a day","3 - Once a day",0,"1 - I smoke daily, 10 or more cigarettes","5 - Once a month",9.6,26.4,"4 - Less than monthly",NA,NA,"No",8,"Female",47,"Legally married",NA,"Yes"
0.70592934,35,"3 - A few times a week",NA,3,3,3,"4 - Not at all interested","2 - Very little","1 - Not at all able","3 - Some","1 - Not at all confident",6,7,5,5,5,6,6,"Yes",8,"4 - Several times a month","2","3 - About the same","No","3 - Unsafe","2 - Good","2 - Yes to some extent",5,5,"No",0,"3 - Once a week","7 - Never","No",NA,"No",NA,"No","No","No",7,"2 - Not very worried",8,"4 - Less than once a day but at least 4 times a week","4 - Less than once a day but at least 4 times a week",1,"6 - I have never smoked","2 - Several times a week",121.4,26.4,"4 - Less than monthly",186,90,"No",8,"Male",NA,"Living with my partner - not legally recognised","2 - Like me","Yes"
0.41763088,90,"5 - Every day",60,8,8,4,"2 - Quite interested","2 - Very little","3 - Quite able","2 - Very little","3 - Quite confident",5,7,7,5,6,6,7,"Yes",7,"5 - Once a week","4-6","3 - About the same","No","2 - Safe","2 - Good","3 - No",6,7,"No",6,"6 - Less often","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",9,"4 - Very worried",6,"2 - Twice a day","3 - Once a day",4,"4 - I don’t smoke now but I used to","4 - 2-3 times a month",13.2,42.2,"4 - Less than monthly",168,76,"Yes",7,"Female",55,"Living with my partner - legally recognised","4 - A little like me","Yes"
0.6299951,30,"5 - Every day",480,6,6,6,"2 - Quite interested","3 - Some","3 - Quite able","3 - Some","3 - Quite confident",7,7,6,6,7,7,7,"Yes",8,"6 - Several times a week","4-6","4 - More than most","No","2 - Safe","2 - Good","3 - No",5,7,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",8,"3 - Once a day","3 - Once a day",5,"5 - I have only smoked a few times","2 - Several times a week",0,9.8,"4 - Less than monthly",180,95,"No",8,"Male",37,NA,"2 - Like me","Yes"
0.37310174,150,"5 - Every day",60,8,10,9,"1 - Very interested","1 - Not at all","3 - Quite able","3 - Some","3 - Quite confident",5,3,4,2,4,0,0,"Yes",7,"4 - Several times a month","10 or more","4 - More than most","No","3 - Unsafe","5 - Very bad","2 - Yes to some extent",9,5,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",NA,NA,5,"7 - Never","5 - Less than 4 times a week but at least once a week",7,"2 - I smoke daily, 9 or fewer cigarettes","3 - Once a week",0,20,"5 - Never",178,73,"No",9,"Male",69,NA,"2 - Like me","Yes"
0.4402765,45,"5 - Every day",330,5,4,3,"3 - Hardly interested","2 - Very little","3 - Quite able","2 - Very little","2 - A little confident",1,4,6,0,1,0,3,"Yes",7,"5 - Once a week","4-6","3 - About the same","No","2 - Safe","1 - Very good","3 - No",4,6,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"4 - Very worried",8,"3 - Once a day","3 - Once a day",2,"6 - I have never smoked","2 - Several times a week",144,85.2,"5 - Never",172,58,"No",8,"Female",55,NA,"1 - Very much like me","Yes"
0.52551997,60,"5 - Every day",600,7,7,6,"2 - Quite interested","2 - Very little","2 - A little able","2 - Very little","2 - A little confident",2,5,8,0,0,0,3,"Yes",8,"7 - Every day","4-6","1 - Much less than most","No","1 - Very safe","2 - Good","3 - No",5,5,"No",7,"7 - Never","7 - Never","No","Yes","No",1967,"Yes","Yes","No",8,"3 - Somewhat worried",4,"3 - Once a day","3 - Once a day",2,"1 - I smoke daily, 10 or more cigarettes","6 - Less than once a month",13.2,72,"5 - Never",184,72,"No",8,"Male",57,"Legally married","3 - Somewhat like me","Yes"
0.9912791,20,"5 - Every day",180,4,6,6,"3 - Hardly interested","2 - Very little","1 - Not at all able","1 - Not at all","1 - Not at all confident",2,3,5,3,2,3,6,"No",8,"5 - Once a week","4-6","2 - Less than most","No","3 - Unsafe","1 - Very good","3 - No",9,9,"Yes",9,"4 - At least once a month","4 - At least once a month","No","Yes","No",2011,"Yes","No","No",9,"4 - Very worried",8,"2 - Twice a day","2 - Twice a day",7,"6 - I have never smoked","4 - 2-3 times a month",0,13.2,"5 - Never",160,53,"No",7,"Female",38,"Legally married","1 - Very much like me","No"
0.61456406,30,"5 - Every day",30,5,7,5,"1 - Very interested","1 - Not at all","3 - Quite able","1 - Not at all","3 - Quite confident",0,3,3,0,0,0,0,"Yes",8,"3 - Once a month","2","1 - Much less than most","No","2 - Safe","2 - Good","3 - No",5,5,"Yes",6,"6 - Less often","6 - Less often","Yes","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",7,"5 - Less than 4 times a week but at least once a week","3 - Once a day",7,"6 - I have never smoked","6 - Less than once a month",6.6,6.6,"5 - Never",189,110,"No",10,"Male",50,"Legally married","3 - Somewhat like me","Yes"
0.72419834,120,"5 - Every day",300,4,8,6,"3 - Hardly interested","3 - Some","2 - A little able","4 - A lot","4 - Very confident",8,10,8,7,5,8,10,"Yes",10,"4 - Several times a month","4-6","2 - Less than most","Yes","2 - Safe","1 - Very good","3 - No",10,10,"Yes",10,"1 - Every day","1 - Every day","No","Yes","No",2002,"Yes","No","No",5,"1 - Not at all worried",10,"2 - Twice a day","2 - Twice a day",1,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",165,70,"No",10,"Male",42,"Legally married","2 - Like me","Yes"
0.4004806,60,"5 - Every day",120,6,6,7,"2 - Quite interested","3 - Some","4 - Very able","3 - Some","2 - A little confident",5,7,8,5,5,6,7,"No",7,"6 - Several times a week","4-6","3 - About the same","No","1 - Very safe","1 - Very good","3 - No",3,5,"Yes",6,"7 - Never","3 - Once a week","Yes","No","No",2008,"No","No","No",8,"4 - Very worried",8,"6 - Less than once a week","3 - Once a day",4,"6 - I have never smoked","5 - Once a month",13.2,13.2,"3 - Monthly",172,67,"No",7,"Male",23,NA,"2 - Like me","Yes"
0.57695806,30,"5 - Every day",600,4,6,3,"2 - Quite interested","2 - Very little","3 - Quite able","3 - Some","3 - Quite confident",5,5,7,4,4,6,7,"Yes",8,"6 - Several times a week","4-6","3 - About the same","No","2 - Safe","1 - Very good","3 - No",6,6,"Yes",4,"7 - Never","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"4 - Very worried",5,"5 - Less than 4 times a week but at least once a week","3 - Once a day",4,"6 - I have never smoked","2 - Several times a week",10,50,"3 - Monthly",178,78,"No",7,"Male",33,"Living with my partner - legally recognised","2 - Like me","Yes"
0.4948624,20,"2 - Only occasionally",NA,5,5,3,"3 - Hardly interested","3 - Some","2 - A little able","2 - Very little","2 - A little confident",3,3,5,2,3,3,4,"Yes",9,"6 - Several times a week","3","3 - About the same","No","2 - Safe","2 - Good","3 - No",7,7,"No",3,"7 - Never","4 - At least once a month","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"2 - Not very worried",9,"5 - Less than 4 times a week but at least once a week","3 - Once a day",3,"6 - I have never smoked","4 - 2-3 times a month",0,26.4,"5 - Never",172,65,"No",9,"Female",66,NA,"4 - A little like me","Yes"
0.45570865,60,"5 - Every day",600,8,7,7,"1 - Very interested","2 - Very little","3 - Quite able","2 - Very little","3 - Quite confident",1,7,7,3,5,7,8,"Yes",9,"6 - Several times a week","3","2 - Less than most","No","2 - Safe","2 - Good","3 - No",5,7,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"4 - Very worried",8,"5 - Less than 4 times a week but at least once a week","4 - Less than once a day but at least 4 times a week",0,"6 - I have never smoked","6 - Less than once a month",0,13.2,"5 - Never",169,85,"No",9,"Male",49,"Living with my partner - legally recognised","2 - Like me","Yes"
1.6877501,60,"5 - Every day",90,4,5,3,"4 - Not at all interested","1 - Not at all","1 - Not at all able","2 - Very little","2 - A little confident",5,8,4,6,3,5,7,"Yes",8,"5 - Once a week","4-6","2 - Less than most","No","2 - Safe","2 - Good","2 - Yes to some extent",9,9,"Yes",6,"5 - Only on special holy days","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",6,"2 - Twice a day","2 - Twice a day",4,"4 - I don’t smoke now but I used to","1 - Every day",13.2,26.4,"2 - Weekly",162,72,"No",6,"Male",78,"Legally married","3 - Somewhat like me","Yes"
0.52551997,60,"5 - Every day",720,3,6,7,"1 - Very interested","4 - A lot","3 - Quite able","4 - A lot","4 - Very confident",8,9,6,6,5,9,6,"Yes",8,"6 - Several times a week","1","2 - Less than most","No","2 - Safe","4 - Bad","2 - Yes to some extent",7,8,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",9,"5 - Extremely worried",8,"2 - Twice a day","3 - Once a day",3,"4 - I don’t smoke now but I used to","2 - Several times a week",13.2,23,"5 - Never",184,84,"No",8,"Male",59,"Legally married","3 - Somewhat like me","Yes"
0.5616607,60,"5 - Every day",480,8,8,7,"2 - Quite interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",4,4,5,4,4,4,4,"Yes",8,"6 - Several times a week","3","3 - About the same","No","1 - Very safe","1 - Very good","3 - No",7,7,"No",1,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",8,"6 - Less than once a week","3 - Once a day",5,"6 - I have never smoked","2 - Several times a week",9.6,93.1,"3 - Monthly",176,60,"No",8,"Female",54,NA,"3 - Somewhat like me","Yes"
0.61456406,60,"4 - Most days",90,4,10,3,"1 - Very interested","2 - Very little","4 - Very able","1 - Not at all","5 - Completely confident",10,10,10,9,8,7,8,"Yes",10,"5 - Once a week","1","1 - Much less than most","Yes","1 - Very safe","3 - Fair","3 - No",9,9,"No",2,"5 - Only on special holy days","1 - Every day","No","Yes","Yes",NA,"Yes","No","No",10,"4 - Very worried",0,"3 - Once a day","3 - Once a day",1,"3 - I smoke but not every day","7 - Never",NA,NA,"6 - Not applicable",163,66,"Yes",8,"Male",44,NA,"2 - Like me","Yes"
0.46701226,30,"3 - A few times a week",NA,1,1,2,"2 - Quite interested","1 - Not at all","1 - Not at all able","1 - Not at all","1 - Not at all confident",3,0,7,3,3,3,3,"Yes",5,"3 - Once a month","4-6","1 - Much less than most","Yes","2 - Safe","3 - Fair","2 - Yes to some extent",5,4,"Yes",6,"7 - Never","4 - At least once a month","No","Yes","No",1960,"Yes","Yes","Yes",3,"2 - Not very worried",2,"3 - Once a day","4 - Less than once a day but at least 4 times a week",0,"4 - I don’t smoke now but I used to","6 - Less than once a month",NA,9.8,"5 - Never",164,74,"No",5,"Female",64,"Legally married","1 - Very much like me","Yes"
0.36777288,30,"5 - Every day",720,7,8,8,"4 - Not at all interested","4 - A lot","1 - Not at all able","1 - Not at all","1 - Not at all confident",7,8,10,6,6,7,3,"No",10,"7 - Every day","10 or more","3 - About the same","Yes","1 - Very safe","2 - Good","3 - No",7,8,"Yes",10,"2 - More than once a week","1 - Every day","Yes","Yes","No",2012,"No","No","No",6,"2 - Not very worried",7,"4 - Less than once a day but at least 4 times a week","4 - Less than once a day but at least 4 times a week",4,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",173,75,"No",10,"Male",20,NA,"4 - A little like me","Yes"
0.41191646,60,"5 - Every day",60,5,8,5,"3 - Hardly interested","2 - Very little","1 - Not at all able","1 - Not at all","1 - Not at all confident",5,5,3,3,3,3,3,"Yes",7,"5 - Once a week","4-6","1 - Much less than most","No","3 - Unsafe","3 - Fair","2 - Yes to some extent",7,4,"No",5,"7 - Never","7 - Never","No","Yes","No",1980,"Yes","No","No",5,"3 - Somewhat worried",6,"3 - Once a day","3 - Once a day",0,"6 - I have never smoked","3 - Once a week",0,13.2,"5 - Never",156,60,"No",7,"Female",64,"Legally married","2 - Like me","Yes"
0.7160103,90,"5 - Every day",360,6,5,6,"1 - Very interested","4 - A lot","3 - Quite able","3 - Some","3 - Quite confident",6,5,7,5,5,6,7,"Yes",9,"6 - Several times a week","3","3 - About the same","No","1 - Very safe","1 - Very good","3 - No",8,8,"No",2,"6 - Less often","7 - Never","No","Yes","No",1999,"Yes","No","No",7,"3 - Somewhat worried",7,"1 - Three times or more a day","1 - Three times or more a day",5,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",170,65,"No",8,"Male",NA,NA,"3 - Somewhat like me",NA
0.688018,60,"1 - Never",NA,6,10,10,"1 - Very interested","3 - Some","1 - Not at all able","3 - Some","1 - Not at all confident",6,10,10,6,6,7,9,"Yes",8,"4 - Several times a month","3","1 - Much less than most","No","2 - Safe","2 - Good","3 - No",6,5,"Yes",8,"3 - Once a week","1 - Every day","No","Yes","Yes",NA,"Yes","Yes","Yes",NA,"1 - Not at all worried",NA,"7 - Never","3 - Once a day",7,"6 - I have never smoked","3 - Once a week",72,0,"5 - Never",NA,52,"No",10,"Female",89,NA,NA,"Yes"
0.9314511,60,"1 - Never",NA,5,6,7,"3 - Hardly interested","1 - Not at all","1 - Not at all able","1 - Not at all","1 - Not at all confident",3,4,5,4,3,4,2,"Yes",6,"6 - Several times a week","4-6","4 - More than most","No","2 - Safe","5 - Very bad","1 - Yes a lot",5,3,"No",3,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"4 - Very worried",9,"5 - Less than 4 times a week but at least once a week","3 - Once a day",1,"4 - I don’t smoke now but I used to","3 - Once a week",20,100,"3 - Monthly",171,71,"No",6,"Male",48,"Legally married","4 - A little like me","Yes"
1.1811816,0,"5 - Every day",120,4,5,0,"4 - Not at all interested","3 - Some","1 - Not at all able","2 - Very little","1 - Not at all confident",2,2,9,0,0,0,0,"No",8,"4 - Several times a month","1","5 - Much more than most","No","2 - Safe","2 - Good","3 - No",10,0,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","No","No",5,"3 - Somewhat worried",8,"3 - Once a day","3 - Once a day",7,"4 - I don’t smoke now but I used to","1 - Every day",13.2,26.4,"5 - Never",175,80,"No",10,"Male",69,"Legally married","1 - Very much like me","Yes"
0.6286388,10,"4 - Most days",60,6,6,8,"3 - Hardly interested","3 - Some","1 - Not at all able","1 - Not at all","1 - Not at all confident",3,9,9,3,3,3,5,"Yes",8,"6 - Several times a week","4-6","3 - About the same","No","3 - Unsafe","3 - Fair","2 - Yes to some extent",8,6,"No",2,"7 - Never","7 - Never","No","Yes","Yes",NA,"No","Yes","Yes",6,"2 - Not very worried",8,"7 - Never","3 - Once a day",7,"1 - I smoke daily, 10 or more cigarettes","2 - Several times a week",160.3,160.3,"1 - Daily or almost daily",173,62,"No",7,"Female",53,"Living with my partner - legally recognised","3 - Somewhat like me","Yes"
0.49654722,60,"5 - Every day",270,5,5,6,"3 - Hardly interested","3 - Some","1 - Not at all able","2 - Very little","2 - A little confident",6,7,8,6,5,5,4,"Yes",7,"4 - Several times a month","4-6","2 - Less than most","No","2 - Safe","4 - Bad","1 - Yes a lot",8,7,"Yes",8,"6 - Less often","6 - Less often","No","Yes","Yes",NA,"No","Yes","Yes",5,"3 - Somewhat worried",6,"3 - Once a day","2 - Twice a day",0,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",166,67,"Yes",4,"Female",38,"Legally married","3 - Somewhat like me","Yes"
0.3437713,30,"5 - Every day",420,9,9,5,"2 - Quite interested","3 - Some","3 - Quite able","2 - Very little","3 - Quite confident",7,8,8,6,4,6,7,"No",9,"4 - Several times a month","4-6","4 - More than most","No","2 - Safe","2 - Good","3 - No",7,8,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"2 - Not very worried",9,"3 - Once a day","3 - Once a day",3,"6 - I have never smoked","2 - Several times a week",0,19.8,"4 - Less than monthly",187,99,"No",9,"Male",61,"Living with my partner - legally recognised","4 - A little like me","Yes"
0.42108577,60,"5 - Every day",60,7,7,8,"3 - Hardly interested","1 - Not at all","1 - Not at all able","2 - Very little","1 - Not at all confident",3,7,7,4,4,6,7,"Yes",8,"4 - Several times a month","3","3 - About the same","No","2 - Safe","3 - Fair","1 - Yes a lot",7,7,"Yes",7,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"5 - Extremely worried",6,"3 - Once a day","2 - Twice a day",3,"6 - I have never smoked","4 - 2-3 times a month",23.2,NA,"5 - Never",NA,NA,"Yes",8,"Female",55,"Legally married","4 - A little like me","Yes"
0.6712813,160,"5 - Every day",360,5,6,6,"2 - Quite interested","3 - Some","2 - A little able","3 - Some","3 - Quite confident",5,8,8,7,5,3,5,"Yes",8,"5 - Once a week","2","3 - About the same","Yes","2 - Safe","2 - Good","3 - No",9,9,"Yes",5,"6 - Less often","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"3 - Somewhat worried",8,"4 - Less than once a day but at least 4 times a week","4 - Less than once a day but at least 4 times a week",1,"6 - I have never smoked","2 - Several times a week",108,64.1,"4 - Less than monthly",173,58,"No",9,"Female",38,NA,"3 - Somewhat like me","Yes"
0.37183416,75,"5 - Every day",120,8,7,5,"1 - Very interested","3 - Some","5 - Completely able","4 - A lot","5 - Completely confident",8,6,10,7,5,7,9,"Yes",8,"7 - Every day","7-9","5 - Much more than most","No","1 - Very safe","3 - Fair","2 - Yes to some extent",10,7,"Yes",5,"6 - Less often","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",10,"3 - Once a day","2 - Twice a day",2,"5 - I have only smoked a few times","2 - Several times a week",26.4,52.8,"5 - Never",158,83,"No",9,"Female",64,"Legally married","1 - Very much like me","Yes"
0.358557,120,"5 - Every day",300,7,8,5,"1 - Very interested","2 - Very little","3 - Quite able","3 - Some","3 - Quite confident",8,8,8,8,7,6,6,"Yes",8,"6 - Several times a week","3","2 - Less than most","No","3 - Unsafe","2 - Good","3 - No",8,8,"No",6,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",9,"4 - Less than once a day but at least 4 times a week","6 - Less than once a week",7,"4 - I don’t smoke now but I used to","2 - Several times a week",26.4,0,"3 - Monthly",180,95,"No",8,"Male",65,NA,"2 - Like me","Yes"
0.56048137,10,"4 - Most days",120,10,7,7,"4 - Not at all interested","3 - Some","2 - A little able","4 - A lot","2 - A little confident",3,4,10,3,4,6,5,"Not eligible to vote",7,"2 - Less than once a month","1","1 - Much less than most","No","1 - Very safe","2 - Good","3 - No",4,3,"Yes",7,"4 - At least once a month","1 - Every day","Yes","Yes","No",2021,"No","No","No",1,"2 - Not very worried",7,"2 - Twice a day","2 - Twice a day",7,"6 - I have never smoked","5 - Once a month",13.2,0,"2 - Weekly",145,77,"No",8,"Female",50,NA,"2 - Like me","Yes"
0.6437103,90,"5 - Every day",120,7,4,7,"2 - Quite interested","2 - Very little","2 - A little able","2 - Very little","1 - Not at all confident",7,7,8,6,6,6,7,"Yes",8,"5 - Once a week","1","1 - Much less than most","No","2 - Safe","2 - Good","3 - No",8,7,"No",3,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"4 - Very worried",9,"3 - Once a day","3 - Once a day",0,"6 - I have never smoked","6 - Less than once a month",0,13.2,"5 - Never",165,100,"No",8,"Female",63,NA,"4 - A little like me","Yes"
